Hash,Word,Count,AmazonPositive,AmazonNegative,IMDBPositive,IMDBNegative,YelpPositive,YelpNegative
0441f9e2d94c39a70e21b83829259aa4,artist,4,0,0,4,0,0,0
044c671387c06b1c42654a7004f08a26,desired,2,0,0,0,0,0,-2
0456454f03a4d959eee78a4a13a23524,dialogue,26,0,0,6,-20,0,0
046003a867fc5ab5e1d1120549a882b7,affleck,2,0,0,0,-2,0,0
0461ebd2b773878eac9f78a891912d65,buy,43,10,-31,2,0,0,0
046d47672cf6212d201d6e8b0c191e73,course,14,0,-2,4,-2,2,-4
047fb90408a79f189d51cbcea168b1a5,favor,4,0,0,0,0,0,-4
0483edae2d70676cd66b2a538029b32f,exceeding,2,0,0,0,0,2,0
04907dc1de4fce5338c0c1e3f9d6aed9,problemvery,2,0,-2,0,0,0,0
0496aa508039da98a7cce3742375e695,gung,2,0,0,2,0,0,0
04980744f74f4ec36ad5a9d5fec8876f,interview,2,0,0,2,0,0,0
04b29480233f4def5c875875b6bdc3b1,sign,4,0,0,0,-2,0,-2
04b47ac1b134a25253851e6c77a20f70,masterful,4,0,0,2,-2,0,0
04b67196dc27fa8a2ea2cd80a1e83d1b,roam,2,2,0,0,0,0,0
04bb0ec2d0e931c59f606510558e55a1,intensity,2,0,0,2,0,0,0
04c80dbe4dbc6fa1e52cdffe5b3008f9,plantronincs,2,0,-2,0,0,0,0
04d0336a64806a7d94e9055d2bfe409a,dustin,2,0,0,2,0,0,0
04e1f015414d9194069d3821f78142f4,continually,2,0,0,2,0,0,0
04ef01d2c8197b29657e791c641ff3a4,excellently,4,0,0,4,0,0,0
04f38d5f332a9410d3aa737eff3b2698,rise,2,0,0,0,-2,0,0
0500a36dd74e1051555c44e3c37cfe77,zombiez,2,0,0,0,-2,0,0
0505b2ce075e2cb9423ae1672c547014,contributory,2,0,0,0,-2,0,0
05199deca16614131327f2c3fea9031c,impact,2,0,0,0,-2,0,0
051e0aa57f13de299bef2d0c6e59dc72,reviewers,2,0,0,2,0,0,0
0537fb40a68c18da59a35c2bfe1ca554,744,2,0,-2,0,0,0,0
054eaebf13d978627a4294ac0aa4a02f,pleasure,2,0,0,0,0,2,0
05531b19bb846b18c09f979eeb429ad3,clock,2,2,0,0,0,0,0
0573f9c9ea6689879f2665f82e59977f,practically,4,0,-2,2,0,0,0
059397100c3816785bce3cb425520171,deserves,10,0,0,4,0,2,-4
059763450f095b4973b450eaf58399c1,ride,2,2,0,0,0,0,0
059938146e161c763f1d0cc3ec400518,fellowes,2,0,0,2,0,0,0
05a0c26d8e746429c786c8e53378b9c9,charging,11,5,-6,0,0,0,0
05aef0a108ec7ab0bba2d595c91e8106,reasonable,15,3,0,0,-2,10,0
05b1aee1a08b2265d582914c2e1293d1,easier,8,6,-2,0,0,0,0
05b8c74cbd96fbf2de4c1a352702fbf4,window,2,0,-2,0,0,0,0
05b9f17c9f63a4c6db16633862da1214,delicate,2,0,0,0,0,2,0
05cc18fe360d70af72318f76f4023476,musician,2,0,0,2,0,0,0
05e7d19a6d002118deef70d21ff4226e,energy,8,0,0,2,-6,0,0
05e94e8cbc28f5837d0c355917c05fea,atmosphere,22,0,0,0,-2,18,-2
05f3672ba34409136aa71b8d00070d1b,cutie,2,0,0,2,0,0,0
05f8111d9deda724743f19b17a8509f3,directing,18,0,0,4,-14,0,0
05fd002ad8d55d50d856132e30e363fa,tacky,2,0,0,0,-2,0,0
0602a722c05f659384c78c98fcaa0ca0,pockets,2,2,0,0,0,0,0
060ed3906820ee73a7d8a93afc665ec2,selfrespecting,2,0,0,0,-2,0,0
0611f76084233d9a2a8da1d515846886,photograph,2,0,0,2,0,0,0
0614524a53ad12e168c8b3054d256ff3,corded,2,2,0,0,0,0,0
061c0f607446c5f26244624e0434c72d,having,24,2,-8,8,-4,0,-2
061fba5bdfc076bb7362616668de87c8,lovely,12,0,0,8,0,4,0
0639f5c0e2228ccdf3385f88f1579491,receiving,4,0,-4,0,0,0,0
063d62c1b0255c8e499699f259c64387,postproduction,2,0,0,2,0,0,0
063ff38a7e8bdc8a71a4d7a8a8f4051d,delightful,6,0,0,2,0,4,0
064b106e45299cf32106b8937f9ebeb7,topvery,2,0,0,0,0,2,0
0652cdefcfe43fb7f2558365dba75e26,yawn,2,0,0,0,-2,0,0
06583a41635bbc2112cea730cd261454,exceptionally,2,0,0,0,-2,0,0
06600eff91c0a2803bca1af743543279,miyazakis,4,0,0,4,0,0,0
0663b8af9df17b966dc2116a2a4ce571,repeats,2,0,0,0,-2,0,0
067f142b6c4b6d91847178ee63431fe7,rowdy,2,0,0,0,0,2,0
06aa6fa8bdc2078e7e1bd903e70c8f6a,connected,4,2,-2,0,0,0,0
06c5b10273a69992d8c6933e294909fa,relations,4,0,0,2,-2,0,0
06d1073033c7b4f821c4848e2713e050,lange,4,0,0,2,-2,0,0
06d4cd63bde972fc66a0aed41d2f5c51,comment,2,0,0,2,0,0,0
06d80eb0c50b49a509b49f2424e8c805,dog,6,0,0,0,0,2,-4
06dd61f5dfbb11f5f1f20a8c0ba23a07,putting,6,0,0,0,-4,0,-2
06de001201911c5c9361c398bd7e9a79,nonlinear,2,0,0,2,0,0,0
06f287d4d2555285b15d0e30a7738037,dedicated,2,0,0,0,0,0,-2
06f9cda3b2be82ae79587d8d17056f1c,donlevy,2,0,0,0,-2,0,0
0700aa4861fa742c868e5fc3ac103c04,pastas,2,0,0,0,0,2,0
0701aa317da5a004fbf6111545678a6c,nurse,2,0,0,2,0,0,0
070dd72385b8b2b205db53237da57200,ray,8,0,0,8,0,0,0
07202a7e6cbfbabe27abba87989f807e,meat,18,0,0,0,0,4,-14
07213a0161f52846ab198be103b5ab43,errors,2,0,0,0,-2,0,0
07414f4e15ca943e6cde032dec85d92f,structure,2,0,0,2,0,0,0
074b5c216dbe87b862e801778e72da48,wellbalanced,2,0,0,2,0,0,0
074b62fb6c21b84e6b5846e6bb001f67,passion,2,0,0,2,0,0,0
075a3e36a0a52dcbc568c05788e8a713,medium,2,0,0,0,0,0,-2
075de4adb35b2fcca316d1f5f9fc98e7,punches,2,0,0,0,-2,0,0
07648aaa7a1d455ffc110fb85cddebe0,comparablypriced,2,0,-2,0,0,0,0
07715e6d0e0223bf2bd3ded1ff74184c,visited,2,0,0,0,0,2,0
0782efd61b7a6b02e602cc6a11673ec9,howdy,2,0,0,0,-2,0,0
0788a6922bd5f9f130e7ed8980193bab,collect,2,0,0,0,-2,0,0
07ca0beab7ff339bb612d153923acf13,witty,4,0,0,2,-2,0,0
07cc694b9b3fc636710fa08b6922c42b,time,226,23,-35,34,-50,44,-40
07ccfe360dce69b84595428e2ec1c1cc,also,149,23,-22,30,-20,36,-18
07cdcfc45b35f712b94963dfeb51d59b,tightly,2,0,0,2,0,0,0
07cf4f8f5d8b76282917320715dda2ad,male,2,0,0,0,-2,0,0
07d3b071f5d25ec1fabd04b254e842f0,tater,2,0,0,0,0,2,0
080b31b2a9250df1da36c49f6a652028,sorely,2,0,0,0,0,0,-2
080b81082c4068a9f7cbd3f9679517f5,tracfonewebsite,2,2,0,0,0,0,0
080f651e3fcca17df3a47c2cecfcb880,try,30,2,-4,4,-4,10,-6
08213c1b14c14df20f76c929aef7fbf5,rochonwas,2,0,0,0,-2,0,0
0829c97e93c2ce09264d559a8d33e6d8,jealousy,2,0,0,2,0,0,0
084e0343a0486ff05530df6c705c8bb4,guest,2,0,0,0,0,2,0
0861a099e9593791de261ebb86e75eac,problem,31,8,-17,0,-4,0,-2
0872556d7c53ad9d9f14561d36eeaefd,caterpillar,2,0,0,0,0,0,-2
087408522c31eeb1f982bc0eaf81d35f,510,7,5,-2,0,0,0,0
08a61dfd2aef181352aff49ed4a33801,dropping,4,0,-4,0,0,0,0
08b38d4e516e1c00f1da3450bb329486,adorable,8,4,0,4,0,0,0
08b43519a7e36ee4c6c5615d1663bcfd,skip,5,0,-3,0,-2,0,0
08b54e0e6795d86536b8a082b2e1c30f,nachos,4,0,0,0,0,2,-2
08b72efa9eb49c94cb0dcfa16dbdc14c,majority,2,0,-2,0,0,0,0
08c0b6543b4ededdd1f1621320469dc3,overcooked,4,0,0,0,0,0,-4
08c54608ef5311d325ced2e7eab2f0b9,fascination,2,0,0,2,0,0,0
08c7b0daa33b1e5e86a230c1801254c9,ri,2,0,0,0,0,0,-2
08cfcd735ba10f05b882bf95f7003a27,occupied,6,2,0,0,-4,0,0
08e10e918ab780bc7289229cb2bb88a2,falafels,2,0,0,0,0,2,0
08e8e9cfa263eab224c11e31f572ae67,noncliche,2,0,0,2,0,0,0
08f15e64b38fecdf92728c4cd558b80f,tract,2,0,0,2,0,0,0
08f90c1a417155361a5c4b8d297e0d78,2000,2,2,0,0,0,0,0
09039bd1628a3c1b25fda3134a4fe050,edge,6,2,0,4,0,0,0
0909553c7a647d10dbff1b00394c551d,concert,2,0,0,0,-2,0,0
09228dac155633b13780552bc01dc2e0,kitchen,4,0,-2,0,0,0,-2
092b2b78f49fb04b2be54227e87bcee7,subplots,2,0,0,2,0,0,0
09300df44b9d20cc219b25abddc3346e,enterprise,2,0,0,0,-2,0,0
093d77fd68d888394c557ffd2c0fcff0,offered,2,0,0,0,0,0,-2
0945550b85954adbe185b646c639dc91,v265,2,0,-2,0,0,0,0
095d6e92ac2f2fc48123b1d077486fb3,heimer,2,0,0,0,0,0,-2
09617f816c4bb3ac285a4da6e016574b,greedy,2,0,0,0,0,0,-2
096597577ec50ac5619d1b4fe59e5383,enjoyable,8,0,0,6,0,2,0
097353568a36b5b81e66f5ec72df53f5,cassette,2,0,-2,0,0,0,0
0979908192d284bae3d2d2381279f868,z500a,2,2,0,0,0,0,0
097ba50a38e43fdaa3483bc4eb59b8a4,complain,6,0,-2,0,0,2,-2
098285f21f978b53e5b7ad0bfd332dda,confortable,2,2,0,0,0,0,0
09855663006e24b8161d6a06486b116b,astonishingly,2,0,0,0,-2,0,0
09964dde41757a92dcb26504aabe2ed9,pork,8,0,0,0,0,6,-2
099af53f601532dbd31e0ea99ffdeb64,delete,2,0,0,0,-2,0,0
099ccd4d6eddd55889f3fd9b241b7dc6,landscapes,2,0,0,0,-2,0,0
099dafc678df7d266c25f95ccf6cde22,make,86,10,-16,8,-36,8,-8
09ae8cb4f71bdcb9ea7e1db82f22c612,deliciously,2,0,0,0,0,2,0
09d41a94b563cad6fa20b61f61f0b6db,exactly,12,4,0,6,0,2,0
09e1df54e12c423684f900e8f7143c79,awards,2,0,0,0,-2,0,0
0a33a00182f5c1c9e254920bb3eb8653,hellish,2,0,0,0,-2,0,0
0a538a0ca54a9f51fc1334040fb89d64,tender,14,0,0,2,0,12,0
0a541335927d1ab16d9febe9b199bae1,became,4,0,0,0,-4,0,0
0a7d55be9d12a369a6a8da0fb517fba4,minute,10,0,-2,4,-4,0,0
0a8113941d35466c79218e83175665ef,dangerous,4,0,0,4,0,0,0
0a909ffe7be1ffe2ec130aa243a64c26,christopher,2,0,0,2,0,0,0
0a9db264dffd68c8f8b6e591835c526b,poetry,4,0,0,2,-2,0,0
0aae4c8f3cc35693d0cbbe631f2e8b52,issue,2,0,0,2,0,0,0
0ab34ca97d9946591bf89817789cb5de,fm,2,2,0,0,0,0,0
0acb93ad2c2000cf87f3b755e6832878,heroism,2,0,0,2,0,0,0
0acf4539a14b3aa27deeb4cbdf6e989f,michael,2,0,0,0,-2,0,0
0ad8481625167ff6f5537b00093bd874,fillet,2,0,0,0,0,2,0
0adb88110af47a44c69563ff197e0d70,backdrop,2,0,0,2,0,0,0
0aef2da721f0ab14676f8d6ffb9e7e8c,recommended,21,3,0,8,-4,4,-2
0af9964dc8540ea6f1eef1150bb3a717,penny,2,2,0,0,0,0,0
0affa5131688ca46be65cbda000b899b,poorly,12,0,-6,0,-4,0,-2
0b006cd1370790fcc5ce20a7a18d13bc,embarrassed,2,0,0,0,-2,0,0
0b08bd98d279b88859b628cd8c061ae0,win,2,0,0,2,0,0,0
0b12e177a2d26c33ee75ed3ed4ddf3c0,suprised,2,2,0,0,0,0,0
0b18a3d7b9c43ff1750d2baa4606b8d0,drink,8,0,0,0,0,6,-2
0b1ad037e5342242eb1efc61a64bd0da,masculine,2,0,0,2,0,0,0
0b2313f3d577e1821f71bc26766a8c0a,strokes,2,0,0,0,-2,0,0
0b2d2a051ef55e185b2e3ca7b5fee748,cranberrymmmm,2,0,0,0,0,2,0
0b3b97fa66886c5688ee4ae80ec0c3c2,us,53,2,-3,6,-4,14,-24
0b3f45b266a97d7029dde7c2ba372093,iphone,6,4,-2,0,0,0,0
0b4c2d3941318f404659440953849ea8,transcend,2,0,0,2,0,0,0
0b537c08be161a92c59190e65f691353,factbased,2,0,0,2,0,0,0
0b5e9ab9571bb6455586fd21adac2c16,typical,4,0,0,2,0,2,0
0b6b3c4d886d76e2ffc246adaf4afbb2,surprising,4,0,0,2,-2,0,0
0b7cf069e29cefb1616b07dbc5983b6b,performances,12,0,0,8,-4,0,0
0b8263d341de01f741e4deadfb18f9eb,sound,100,57,-29,8,-4,0,-2
0b89f2d1e041ff24ffc1cd73c18ac63e,advertised,5,2,-3,0,0,0,0
0b89f4fa7724cc163c0b60775f6c9f7b,copier,2,2,0,0,0,0,0
0b8e35d8162a89f5aca0614e784683bb,sometimes,13,3,-2,2,-6,0,0
0ba4439ee9a46d9d9f14c60f88f45f87,check,16,0,-2,0,-2,8,-4
0bb1ce7872bc1f1ebf3057163fbee498,losing,4,0,0,0,-4,0,0
0bc693aeef06162ff2f97dea586b5634,choices,4,2,0,2,0,0,0
0bd6506986ec42e732ffb866d33bb14e,special,28,0,0,10,-6,8,-4
0bf158c1484fca7551b53e5d07953851,reoccurebottom,2,0,-2,0,0,0,0
0bf83831ea4a1fb853e6d38ff5d43737,myself,18,0,0,10,-6,0,-2
0c02d6bb2c7a5cbfc32a1a512a6ef5a4,needlessly,2,0,0,0,-2,0,0
0c1e90cb7a2e2c4473a0dce9769f4e1e,recieve,2,0,-2,0,0,0,0
0c23a8bf29a191f18aee814737e2a6ec,nokia,14,4,-10,0,0,0,0
0c2575d70253bfdccb72010ae4ccc1b2,inconspicuous,2,2,0,0,0,0,0
0c4c43c0a94fc3d2210fa58dca6e09da,linksys,2,0,-2,0,0,0,0
0c6a50fbc0c4c91601f873caff2d3a56,recognition,4,4,0,0,0,0,0
0c7ad6d537045a61697e20d0cfa2bc66,heads,4,0,0,2,0,0,-2
0c7b95ee2d008a30f4589f3dc94ca6a1,younger,2,0,0,2,0,0,0
0c821f675f132d790b3f25e79da739a7,junk,18,0,-16,0,-2,0,0
0c83f57c786a0b4a39efab23731c7ebc,email,2,0,0,0,0,2,0
0c94ea3ecdd57ac44984589682e4be05,vulcan,2,0,0,0,-2,0,0
0ca0fcd901852758c9a137a89c3002ac,fisted,2,0,0,0,-2,0,0
0ca91959896944b48583cd03ea7901b0,chickenwith,2,0,0,0,0,2,0
0cb47aeb6e5f9323f0969e628c4e59f5,scale,6,0,0,4,-2,0,0
0cb4c98263e84ea0f172677de78ea2e6,subpar,6,0,0,0,-2,2,-2
0cc175b9c0f1b6a831c399e269772661,a,1804,225,-243,498,-364,224,-250
0cc35708baf6df332d213fdc40f90fb5,chipolte,2,0,0,0,0,0,-2
0cc736f7aa8f64e8a514e6690eaf369c,elegantly,2,0,0,0,0,2,0
0ccd63dc836392cf682b271d99e2ce67,overnite,2,2,0,0,0,0,0
0ce8d4cfcd56914f5ce4f3f16fa7f831,watchable,6,0,0,0,-6,0,0
0d149b90e7394297301c90191ae775f0,it,1361,272,-321,266,-238,100,-164
0d16430e9f0aa8879ba9dac2540543fc,describe,6,0,-2,0,-4,0,0
0d1f7bb3f700b53bddad76ec29d54f96,savor,2,0,0,2,0,0,0
0d3592a567cc1e81dc8118d877fc89f8,shortlist,2,0,0,0,-2,0,0
0d3fda0bdbb9d619e09cdf3eecba7999,family,34,8,0,10,-2,12,-2
0d4144ffc7e8e66a72800ea2b4101fd0,arrival,2,2,0,0,0,0,0
0d4bf220d57b9af72a3aaa549f58c483,jaclyn,2,0,0,2,0,0,0
0d5ac20b412ca918d9d7dc8dfbaef00d,waaay,3,0,-3,0,0,0,0
0d78658b259edcf59d78044457275aa4,dreams,4,0,0,4,0,0,0
0d7a0182b5297ae66d9f4b62d5bff957,grim,2,0,0,0,-2,0,0
0d8dc086e16e3ac48f05d555994da7d7,fat,6,0,0,0,-4,0,-2
0d94d92e3dc096f64213a5b34fa9d098,ironman,2,0,0,0,0,2,0
0dae4a923e4ae71d0a8960c6f89c3c18,morgan,4,0,0,2,-2,0,0
0db4b9ec39ebbcec8dffa61f49e06932,mollusk,2,0,0,0,-2,0,0
0dbeddd10f3023b742311cc50a18f415,humorous,4,0,0,4,0,0,0
0dcb426874ad3f27cec350dbda403ad1,phony,2,0,0,0,-2,0,0
0dd00e33b6fc67b811ebe3177217d6c0,um,2,0,0,0,-2,0,0
0dd4570f3fa8653123e1363ecfad20ce,hs850,2,2,0,0,0,0,0
0de6e31ba04052550b36752f0264f54e,ridiculous,12,0,0,0,-10,0,-2
0de959beaa82daa7df6ef2286d071a6d,father,6,0,-2,4,0,0,0
0e1a709413cbdb0ef932bd78cb270c4b,portraits,2,2,0,0,0,0,0
0e3a8d38d6a037ceca6885c6b654124e,delivered,2,0,0,2,0,0,0
0e4f006ac453f392432505cedc762b19,rough,2,0,0,0,-2,0,0
0e4fe28ad2ffa3f6f773413a899a7960,contacting,2,0,-2,0,0,0,0
0e5243d9965540f62aac19a985f3f33e,then,69,4,-31,6,-10,2,-16
0e609404e53b251f786b41b7be93cc19,hate,17,0,-9,0,-4,0,-4
0e66be14b86bd30bf4fc84357763b591,their,110,9,-9,24,-6,38,-24
0e678e081a7181f9fabc5fc8eb91ada6,idyllic,2,0,0,2,0,0,0
0e8b9a737c9ccbd6d02219d2dd5eb2b3,ladies,6,0,0,2,0,4,0
0e9312087f58f367d001ec9bae8f325a,egg,6,0,0,0,0,4,-2
0ea77a57a4c9c3cfdf55835f3b221542,ways,6,0,0,4,0,2,0
0ea7dd4da372f1a68a5dda3b9fc7e2e8,converter,3,0,-3,0,0,0,0
0eaa46c12c8190dcb4e4b46838220683,functions,2,2,0,0,0,0,0
0eb0e69dce2bcffefa47a466795522f0,insomniacs,2,0,0,0,-2,0,0
0eb29f5d6149e84750bcd6f6e741a7a1,held,2,0,0,0,0,2,0
0ebc580ae6450fce8762fad1bff32e7b,iam,2,2,0,0,0,0,0
0ec341f6f51f9929953c705d71251c0c,usual,10,0,0,6,-2,2,0
0eda241fc65ccf35d9743309ac395215,zombie,2,0,0,0,-2,0,0
0ee63ccea22773b7b711a299adc32792,prepare,2,0,0,0,0,0,-2
0ef915272537c8350adb7498b2a3b45f,teenagers,2,0,0,2,0,0,0
0f1210c3e98bfd879ad6126fabab3447,eloquently,2,0,0,2,0,0,0
0f2989c9c1255fd768f8e5d9b1d73505,backlight,2,0,-2,0,0,0,0
0f32461b015af050a7bee39a723a981e,crayons,2,0,0,0,-2,0,0
0f4137ed1502b5045d6083aa258b5c42,windows,2,0,-2,0,0,0,0
0f517bf3f10cb1b9d0304f9b45989a9b,chalkboard,2,0,0,0,-2,0,0
0f5264038205edfb1ac05fbb0e8c5e94,long,51,14,-11,10,-6,0,-10
0f5afcd1bae4c9909705df94b933fa5c,gave,20,2,0,6,-4,2,-6
0f5f63c97606e9db844c901242f632b6,shenanigans,2,0,0,2,0,0,0
0f6ca830acd2e2de246781d64c6abd45,clichs,6,0,0,0,-6,0,0
0f8721ed7a5052533a93a942a3e55249,ayce,2,0,0,0,0,2,0
0f90cac94bfd7222b85c4114d122c5ac,explosion,2,0,0,0,-2,0,0
0f944b729421560c7b9be3354f7b25ce,callings,2,0,0,0,0,0,-2
0f97f6d0066b08f039c7d72612c1b9db,cellphones,2,0,-2,0,0,0,0
0f9abd23e413043c12be1ac956db057c,detachable,2,2,0,0,0,0,0
0fd09b99ec0c3659df1e45b68cdacaa6,themeat,2,0,0,2,0,0,0
0fd7899d4b3abde815003bc1cc94c4ea,directors,8,0,0,6,-2,0,0
0fd7a44fdd13ad881b07c0446d857a1a,nun,2,0,0,2,0,0,0
0ffe34b4e04c2b282c5a388b1ad8aa7a,lazy,4,0,0,0,-4,0,0
1005b14bd29466723ace30d26f602f5b,consumer,4,0,-4,0,0,0,0
100b8cad7cf2a56f6df78f171f97a1ec,any,109,33,-10,10,-32,10,-14
10174e112d64ae5e09f8f955865a5993,70s,4,0,0,4,0,0,0
101dfe4a13231382a61d78e519627f49,comfortible,2,2,0,0,0,0,0
102becf5fb0b651e48a4d766760e6809,irons,2,0,0,0,-2,0,0
102ec827703eeb509f12a2a0eb5b4e2d,torture,8,0,0,0,-8,0,0
1036ba3c4ed2c021e8f5e2641c8a23e3,smartphone,2,0,-2,0,0,0,0
103b9895ebfd551f35d99391d0e691c5,empowerment,2,0,0,2,0,0,0
105a5f15b67720d7c391eb5b1be2fcd7,risotto,2,0,0,0,0,0,-2
105e814ea56c024b39a265695a61244d,plugged,6,0,-6,0,0,0,0
10620571dcb5efdc83d7b0113ff25bda,enhanced,2,0,0,2,0,0,0
106a6c241b8797f52e1e77317b96a201,home,21,5,-2,2,-2,4,-6
106f16a8fde7ae2ecac302abf5b49a90,brief,4,0,0,4,0,0,0
